age,monthly_avg_access_days,weekly_avg_access_days,weight_records,sleep_records,food_records,menstruation_records
26,8,4,4,7,23,0
36,6,3,3,13,29,7
28,3,3,1,5,0,1
40,10,5,23,20,0,2
28,9,4,3,17,6,7
42,3,1,2,11,0,1
37,4,2,1,8,0,1
60,24,6,116,156,95,1
40,23,6,155,140,142,6
32,10,4,27,30,97,0
62,22,5,100,129,127,1
42,25,6,118,124,137,1
24,23,6,69,159,405,8
47,21,6,71,117,426,5
34,22,6,105,114,182,11
30,25,6,2,100,7,5
36,25,6,101,101,190,2
21,16,4,15,97,27,5
50,13,3,20,62,21,1
60,19,5,73,90,172,0
45,21,6,2,78,1,3
39,19,5,60,81,3,1
25,10,3,15,89,13,3
44,16,5,32,79,60,2
30,9,2,3,61,1,2
28,20,6,70,80,210,3
32,16,5,87,61,64,4
32,18,6,4,74,19,3
39,24,6,71,74,152,3
57,22,6,63,68,120,1
33,22,6,14,69,39,5
31,15,5,29,69,141,2
38,18,5,14,59,31,6
50,21,6,56,63,9,0
32,18,6,39,53,43,2
39,15,5,44,57,21,3
32,17,5,5,46,8,3
38,17,5,93,52,173,2
33,14,5,42,49,44,1
33,15,5,14,48,9,1
24,19,5,11,44,5,1
29,18,5,16,41,47,3
28,22,6,45,44,124,2
22,21,6,12,43,1,1
23,21,6,35,41,143,4
23,11,3,41,40,33,2
20,19,6,39,38,118,3
26,11,3,15,26,20,1
50,16,5,50,39,100,2
45,16,5,36,32,75,2
41,16,5,56,31,23,2
36,14,5,2,30,0,1
26,7,3,11,13,30,1
45,12,5,20,26,1,0
46,13,5,22,27,49,5
38,13,5,45,24,90,7
30,19,5,29,37,97,2
22,18,6,38,35,3,6
53,16,5,23,32,0,1
38,16,5,28,31,1,2
40,14,4,26,30,89,2
47,15,5,28,31,95,1
22,15,6,41,30,77,2
41,15,6,2,30,0,1
47,14,5,37,29,87,4
39,13,5,3,29,6,0
47,13,5,24,29,1,2
29,13,5,29,29,63,2
34,14,5,1,23,0,2
35,11,4,17,7,49,2
33,11,4,18,27,44,9
42,12,5,13,26,1,1
33,13,5,27,25,36,2
36,12,5,22,24,95,1
24,11,4,5,23,69,1
49,11,4,8,18,2,2
42,12,6,63,23,20,6
33,10,5,10,23,6,0
27,10,3,6,9,26,1
50,11,3,7,10,5,3
35,10,5,8,9,6,1
25,7,3,6,6,7,1
31,22,6,9,43,0,1
16,19,5,35,40,46,2
45,20,5,1,40,2,2
28,13,4,16,31,15,0
28,15,5,22,31,97,2
31,3,2,2,13,0,1
32,9,3,6,28,1,1
45,13,5,27,26,26,7
39,12,4,13,26,1,1
40,12,5,17,24,40,2
36,7,3,13,19,12,1
36,9,4,15,18,33,2
41,7,4,4,16,1,2
22,8,5,11,15,44,2
28,8,5,18,15,41,0
40,11,3,11,13,38,0
19,11,3,15,10,34,1
40,12,5,38,25,78,0
43,12,5,23,24,1,1
13,6,3,1,23,0,2
16,11,5,1,22,75,2
26,9,4,14,18,7,0
43,8,4,13,18,0,2
45,9,4,29,38,80,2
36,9,4,9,18,62,4
36,9,4,19,37,64,1
36,7,5,4,8,0,1
46,7,3,8,6,1,1
33,8,4,8,9,5,1
39,7,3,3,6,4,1
20,7,3,1,8,2,1
26,8,4,8,7,21,1
39,9,4,20,17,39,3
54,7,3,12,16,39,0
37,8,5,12,15,6,2
48,9,4,5,9,2,1
29,8,4,2,7,6,1
35,7,3,6,6,20,1
31,20,5,54,136,148,4
42,22,6,85,93,82,1
48,22,6,89,90,234,0
22,8,3,2,45,32,3
30,20,5,35,87,16,4
43,19,6,80,75,265,4
24,22,6,44,69,83,2
52,20,5,1,61,0,0
58,20,6,66,65,245,0
45,21,6,47,65,132,5
20,21,6,97,63,191,6
26,18,6,61,58,133,3
38,16,5,42,49,30,2
41,17,5,41,53,130,3
43,13,4,16,44,0,2
31,16,6,51,0,5,3
29,5,1,2,44,2,1
25,12,4,2,45,11,2
42,21,6,29,44,44,9
42,21,6,39,43,144,3
22,18,5,11,42,5,1
61,20,5,43,39,40,1
28,18,6,7,36,114,2
30,17,5,4,38,21,2
37,17,5,1,0,0,0
17,16,5,10,33,13,2
47,16,5,56,32,103,2
28,13,4,7,32,2,2
28,6,2,1,24,0,2
29,13,4,26,30,71,1
36,13,5,2,30,0,2
34,2,2,3,29,10,0
35,15,6,13,30,12,5
34,15,6,21,30,2,2
38,13,5,25,29,84,1
35,14,5,7,26,60,6
39,14,5,17,28,0,1
47,12,5,37,12,54,0
26,1,1,1,4,1,1
23,11,4,22,24,19,1
34,11,5,13,22,11,1
34,11,5,13,21,14,2
36,10,5,2,21,2,1
41,10,5,14,20,47,1
33,7,3,7,17,13,2
33,8,5,16,16,1,1
30,6,4,9,4,3,1
31,7,5,13,14,23,1
27,13,4,10,12,5,0
81,14,5,23,28,1,0
56,14,5,30,27,79,1
27,10,4,7,21,4,1
53,13,5,32,25,62,0
27,11,4,8,24,24,2
31,9,4,14,26,25,2
34,9,4,22,17,45,2
37,13,4,10,12,1,1
26,6,3,9,6,12,1
23,5,2,6,5,10,1
43,23,5,490,403,629,25
28,11,3,122,330,19,20
32,3,1,1,5,0,0
47,12,3,32,378,13,1
37,28,6,361,630,8,29
43,11,3,159,0,178,0
27,7,2,3,150,0,11
36,16,5,112,110,413,4
35,4,2,6,179,8,8
44,18,4,31,382,209,14
31,24,5,30,968,127,18
38,20,4,27,520,4,10
63,10,3,99,512,136,2
26,12,4,87,254,119,19
51,22,5,137,385,156,17
36,28,6,255,327,254,1
32,22,6,101,311,12,6
23,24,5,211,414,106,12
33,17,4,9,368,90,13
31,21,5,21,173,6,14
38,5,1,7,239,0,4
56,13,3,28,304,22,0
43,20,4,219,339,140,19
57,24,6,25,289,7,0
48,25,6,28,305,106,0
47,19,5,6,115,2,11
48,8,2,3,0,0,0
53,25,6,93,311,776,0
42,18,4,99,325,236,13
46,13,4,5,220,16,1
33,23,5,539,322,364,12
58,6,1,25,285,5,0
47,25,6,241,33,0,12
55,4,1,27,244,2,0
29,16,4,32,292,35,1
47,27,6,57,311,97,7
45,17,4,5,0,4,3
60,14,3,8,272,5,0
32,19,5,92,163,5,0
35,16,4,185,69,33,1
58,23,5,155,236,0,0
53,26,6,247,263,398,0
23,22,5,13,223,0,1
39,8,3,34,58,93,2
45,26,6,167,201,158,11
23,14,4,14,153,102,9
39,27,6,99,204,234,11
28,19,5,140,179,142,1
53,24,6,186,191,515,1
40,23,6,106,95,324,5
33,22,6,96,90,313,4
27,21,6,84,86,84,2
35,17,5,53,84,65,2
31,14,5,44,57,98,3
31,20,6,53,82,51,3
22,19,6,14,76,26,2
26,16,5,20,43,112,3
18,23,5,43,76,10,3
33,23,6,35,71,147,0
38,21,5,1,69,0,2
44,21,6,2,64,145,7
32,21,6,62,64,218,2
29,19,6,4,43,0,0
30,16,5,27,56,58,3
48,19,6,57,53,53,2
54,17,5,48,0,42,0
53,16,5,34,52,0,0
25,17,5,45,52,55,1
37,15,5,40,52,39,1
33,21,6,28,45,104,8
55,16,4,9,42,0,0
40,17,5,27,39,6,4
25,19,5,32,38,91,0
31,19,6,38,37,39,5
33,17,5,34,34,99,2
36,13,4,18,32,45,3
64,12,4,4,32,0,0
25,11,3,16,28,30,2
46,12,5,10,6,87,2
16,11,4,8,23,41,5
27,15,6,3,30,1,2
23,13,5,22,29,49,2
36,15,6,7,29,0,2
30,13,5,1,27,11,0
33,14,5,13,23,88,0
27,14,5,28,27,77,2
35,14,5,49,27,104,2
33,13,5,33,27,82,1
39,12,5,20,25,56,2
47,13,5,16,25,35,1
28,13,5,25,19,44,1
34,12,5,8,24,84,8
47,12,4,34,24,81,0
47,12,6,21,19,0,1
46,8,4,3,23,3,1
16,11,5,18,22,2,2
32,10,5,10,21,62,1
25,10,5,4,20,57,1
32,22,5,89,122,130,3
34,17,4,39,123,53,5
39,8,2,3,56,0,1
50,24,6,120,119,273,6
55,5,2,1,0,0,0
30,14,4,43,93,51,4
35,25,6,77,97,263,4
37,24,6,102,99,308,6
35,15,4,20,95,121,1
32,23,6,92,93,181,1
52,12,3,20,91,3,1
39,22,6,86,92,19,4
34,23,6,4,166,8,4
,21,6,89,90,163,5
40,12,3,34,54,33,1
41,17,5,63,86,47,5
44,19,5,84,84,1,5
19,14,4,10,67,30,7
43,24,6,186,73,13,4
37,17,4,1,72,0,4
37,23,6,71,71,254,3
29,23,6,65,72,68,2
33,20,5,50,61,45,3
52,19,5,7,67,25,0
25,20,6,50,58,51,7
29,19,6,60,57,147,2
37,16,5,13,52,152,2
18,15,5,26,45,126,2
54,15,5,41,52,82,0
25,12,4,6,48,8,1
17,14,5,17,49,31,0
39,22,6,40,43,163,3
29,21,6,41,42,146,3
34,21,6,36,42,110,3
22,20,5,8,42,46,2
16,15,4,18,42,69,4
44,20,5,41,40,143,3
41,16,5,33,33,36,1
45,15,5,8,30,52,2
22,15,6,27,29,87,1
49,13,5,18,27,15,2
25,7,2,2,21,1,1
29,7,3,20,16,13,1
39,11,4,17,14,13,3
36,12,4,5,23,27,1
33,11,4,15,27,8,0
44,13,5,32,26,101,2
39,13,5,23,26,0,3
22,11,4,1,26,1,3
33,13,5,20,26,84,2
30,10,4,7,25,0,2
43,13,5,41,25,32,1
52,12,5,31,24,96,0
45,12,5,25,24,21,3
27,11,5,26,22,67,1
51,11,5,6,15,0,0
26,9,4,19,20,65,3
18,9,4,20,19,63,2
27,6,3,13,8,14,1
34,8,4,14,17,13,1
37,14,4,15,13,1,2
36,11,3,4,11,28,1
40,11,3,13,10,33,1
36,10,3,5,10,25,2
35,4,2,3,4,0,1
18,8,4,8,7,18,2
35,4,2,2,6,2,1
18,7,3,3,6,14,1
31,20,5,41,152,105,0
28,18,5,102,122,108,5
47,26,6,92,177,75,0
30,22,5,85,201,64,5
25,23,6,131,118,263,6
29,14,4,50,72,109,8
36,25,6,132,104,136,5
32,25,6,100,101,275,5
48,25,6,48,96,17,0
16,15,4,40,92,168,5
46,21,5,74,98,83,6
21,24,6,56,97,163,5
27,8,2,5,160,8,3
30,21,5,4,94,2,4
60,23,6,99,92,219,0
19,18,5,48,89,77,5
43,17,5,8,74,13,4
57,21,6,77,85,30,0
32,13,4,17,52,8,4
28,18,6,66,150,125,0
30,24,6,65,73,146,4
28,24,6,140,72,228,5
41,24,6,50,73,215,3
22,22,6,9,69,172,6
31,14,4,18,70,54,0
35,22,6,31,68,0,3
31,19,5,63,63,128,4
44,20,6,56,61,77,7
45,10,3,11,60,0,2
34,19,6,32,56,88,3
35,19,6,86,56,223,2
30,18,6,6,56,16,3
25,17,5,45,54,90,3
35,18,6,51,53,8,3
39,18,6,31,52,150,4
46,9,3,11,48,1,3
42,18,6,37,38,123,2
35,19,6,31,37,135,2
44,17,5,34,34,117,2
46,14,4,3,32,41,1
46,13,4,1,32,0,1
31,16,5,49,31,116,1
31,14,5,8,31,9,2
51,15,6,14,29,42,1
50,14,5,19,28,98,2
52,10,4,2,27,0,1
17,12,5,8,0,54,1
36,11,4,2,22,2,2
53,11,4,8,25,11,0
38,16,4,84,78,4,1
43,26,6,120,131,0,0
35,18,4,67,101,67,1
47,24,6,124,122,414,6
41,23,6,107,119,98,5
16,25,6,103,106,170,6
50,16,5,3,57,40,0
29,7,2,22,85,19,1
27,23,6,69,91,263,2
36,22,6,22,81,18,0
20,20,5,9,87,9,5
18,20,6,60,84,288,4
26,19,5,44,72,94,1
46,23,6,64,69,153,0
43,17,4,4,45,5,3
30,20,5,55,61,53,7
22,15,4,30,58,24,3
17,19,5,24,56,31,3
34,19,5,62,62,153,3
50,14,4,1,59,0,1
23,17,5,12,58,1,3
43,15,5,4,49,88,3
31,18,6,11,56,131,2
29,18,6,54,55,168,3
55,9,3,13,52,13,0
35,17,5,42,52,184,0
51,18,6,96,0,177,1
18,16,5,54,53,127,3
20,15,5,50,47,89,3
29,12,4,17,46,9,1
36,22,6,50,45,143,3
50,18,6,20,36,0,2
31,18,6,46,35,112,3
34,15,5,15,34,83,2
39,17,5,31,78,126,2
22,13,4,7,29,3,1
30,16,5,31,31,78,1
57,15,6,29,61,88,0
46,15,6,19,30,15,1
44,15,6,39,30,99,2
35,15,6,30,29,90,2
35,14,5,10,28,16,2
31,13,5,3,28,3,1
30,13,5,2,25,17,2
32,12,4,26,26,52,2
42,9,3,1,24,0,1
29,12,5,25,25,0,2
38,12,6,15,23,31,1
25,8,4,9,22,37,1
50,10,5,1,21,0,2
40,10,5,16,21,12,0
27,7,5,10,14,16,2
26,11,3,9,10,3,2
34,13,4,6,13,53,1
30,14,4,31,21,37,1
42,13,4,14,11,38,2
36,11,3,4,10,3,1
28,10,3,7,9,0,2
33,8,2,2,10,2,1
45,7,3,5,6,0,1
22,6,3,7,6,15,1
42,6,3,3,5,4,1
31,4,2,1,0,0,1
22,13,3,68,170,48,7
28,23,5,19,147,35,7
42,8,4,7,11,1,2
30,16,4,79,87,122,1
27,13,3,51,146,52,3
36,24,6,117,122,188,6
28,23,6,116,119,220,4
26,21,6,12,114,231,1
37,21,6,104,157,197,94
52,24,6,80,96,180,2
23,9,3,6,47,3,2
52,21,6,2,0,0,0
20,18,5,63,86,47,4
50,21,6,121,84,315,5
39,19,6,72,74,18,4
43,18,6,77,75,139,4
38,17,5,55,70,5,3
27,23,5,13,70,17,2
38,19,4,9,73,113,3
27,16,4,2,73,2,1
20,9,4,30,25,2,1
33,24,6,71,74,103,3
21,23,6,61,68,145,8
21,18,5,50,67,2,2
42,13,3,16,55,2,3
37,16,5,17,61,8,4
35,19,6,67,58,159,4
53,18,6,46,54,0,1
36,17,5,26,53,35,3
38,18,6,56,53,158,6
33,14,5,41,43,146,2
22,12,4,24,46,25,1
30,14,5,35,46,114,2
28,15,5,16,45,112,3
22,18,6,16,46,74,3
28,22,6,2,44,1,8
26,20,5,22,41,63,2
33,16,5,35,32,101,2
55,16,5,32,32,0,0
34,13,4,21,32,20,1
40,15,6,9,31,102,2
34,13,5,20,31,65,2
30,14,5,16,29,58,2
34,14,5,28,28,107,8
20,13,5,27,25,9,1
46,13,5,1,19,0,3
48,9,3,2,20,3,2
31,8,4,1,23,0,1
47,9,4,16,20,8,2
42,9,4,7,19,49,2
38,8,4,10,18,59,1
34,4,2,1,18,12,1
35,4,2,1,18,0,1
38,7,5,14,15,46,2
48,7,5,2,14,30,0
28,7,5,4,15,5,1
25,13,4,12,13,37,1
35,13,4,13,12,42,1
15,7,2,10,10,0,2
49,7,3,7,13,27,0
34,8,5,6,16,5,4
26,10,5,12,16,22,1
26,5,2,2,7,3,1
30,6,3,5,5,1,0
40,13,5,21,25,58,2
58,13,5,23,33,93,0
49,12,5,1,0,0,0
30,12,4,98,24,45,2
30,12,4,12,24,39,1
30,7,3,20,19,13,1
39,10,5,6,21,31,1
27,10,5,11,20,3,1
38,10,5,22,20,62,2
26,7,3,10,19,0,2
34,8,5,1,0,0,0
52,8,5,12,16,44,2
52,8,5,15,16,2,0
30,7,4,3,0,3,1
23,5,3,2,11,12,2
29,14,4,8,13,37,1
28,11,3,10,9,19,1
30,10,5,14,9,30,0
29,9,4,3,9,19,1
48,4,2,3,4,0,0
45,13,5,23,25,63,0
35,12,5,10,25,62,2
24,5,3,1,11,0,1
36,11,5,19,22,23,1
24,10,5,5,19,4,1
16,2,1,10,19,0,1
22,9,4,18,18,24,1
39,9,4,15,18,57,5
46,9,4,15,3,0,1
30,8,5,17,16,51,1
26,7,4,8,11,33,1
38,13,4,8,12,9,1
25,13,4,11,13,41,1
34,13,4,14,9,23,2
29,11,3,6,10,30,1
16,15,4,9,44,29,3
33,16,5,17,15,4,2
44,19,5,39,43,135,2
46,16,4,13,42,10,0
27,20,5,40,39,24,3
23,19,5,11,38,6,2
34,19,6,32,37,105,3
32,19,6,3,37,24,3
25,18,6,20,36,112,2
37,18,6,33,36,104,1
46,18,6,19,36,1,3
43,17,5,21,36,109,1
27,15,5,23,32,10,2
47,14,4,5,31,40,2
29,15,6,5,0,2,1
29,13,5,25,27,20,2
46,14,5,21,29,7,2
26,15,6,25,29,72,2
28,10,4,12,22,40,1
28,8,3,3,27,4,0
42,13,5,1,24,1,2
40,12,4,10,25,0,1
37,11,4,21,15,43,2
31,11,5,13,21,59,2
36,9,4,11,19,14,0
16,7,3,4,19,3,0
33,8,4,1,0,0,0
33,8,5,14,16,37,1
30,6,4,11,14,35,2
28,10,5,5,11,8,0
24,8,4,3,6,14,1
22,7,3,3,7,11,1
39,27,6,296,681,337,13
24,7,3,7,43,11,1
44,29,6,781,648,2,15
54,10,3,24,317,30,0
36,12,3,2,0,0,16
49,13,3,57,279,0,10
31,15,3,103,351,4,22
44,10,5,29,62,21,2
56,27,6,312,506,79,2
37,23,5,354,519,266,20
56,25,6,1,148,0,0
40,28,6,483,443,3,21
25,14,4,28,394,68,2
45,27,6,459,474,255,19
60,24,5,1,425,0,0
52,26,6,435,421,383,0
45,28,6,423,427,462,16
36,21,5,2,228,0,16
37,18,4,28,326,60,16
25,23,5,49,366,6,13
38,9,3,6,94,0,0
23,28,6,4,342,74,14
36,21,5,30,334,25,8
31,17,4,61,299,167,17
47,26,6,533,254,27,14
55,25,6,267,298,194,0
34,25,6,95,392,237,10
55,26,6,97,307,6,0
60,17,4,37,184,3,0
50,22,5,91,190,40,0
58,17,4,143,310,279,0
34,26,6,61,297,882,12
30,11,3,77,167,74,1
49,13,4,51,83,48,12
53,27,6,237,276,11,0
25,27,6,270,273,1015,12
39,24,6,2,259,2,10
59,25,6,250,266,222,0
43,25,6,207,246,884,10
46,9,2,15,258,24,8
37,22,6,252,448,485,9
44,27,6,154,213,247,9
28,23,6,100,211,136,1
37,10,2,38,187,107,12
27,8,2,26,165,1,7
53,10,3,11,141,27,0
37,24,6,113,167,143,0
54,27,6,176,166,176,1
48,23,6,126,117,0,7
51,14,4,48,110,51,2
32,7,2,11,309,7,1
36,6,2,24,24,16,5
41,27,6,637,397,8,0
51,7,2,22,20,9,0
23,19,4,15,246,54,3
54,13,3,165,405,1,3
61,23,6,67,305,735,0
30,21,5,145,510,78,10
47,28,6,554,539,20,18
34,16,4,35,1,12,4
48,28,6,11,429,21,8
46,13,3,120,207,59,2
44,19,4,185,377,176,14
21,11,3,17,289,39,11
37,14,3,148,323,23,12
22,27,6,274,329,379,1
33,26,6,303,333,311,11
44,27,6,337,334,881,1
39,24,6,70,272,192,10
55,17,4,121,306,250,3
36,19,5,184,277,92,0
33,28,6,190,309,2,11
58,21,5,118,271,88,0
39,28,6,311,312,407,14
25,10,3,10,148,9,11
47,25,6,401,307,952,12
63,24,5,71,289,122,0
53,25,6,106,288,7,1
46,14,3,77,289,31,12
35,20,5,195,281,0,11
47,25,6,9,157,43,7
39,24,6,15,272,55,10
19,16,4,86,238,49,9
47,20,4,11,218,18,15
40,20,5,62,108,26,5
44,9,2,1,206,0,2
48,26,6,172,441,342,10
60,27,6,123,193,428,0
45,25,6,155,180,422,14
54,24,6,54,114,0,1
52,26,6,160,181,200,3
33,16,4,4,161,1,7
33,19,5,7,35,11,6
25,25,6,149,150,168,2
30,12,3,39,129,70,0
43,27,6,179,118,340,5
55,13,5,57,0,0,0
32,19,5,9,109,6,1
48,23,6,79,122,50,4
31,8,2,36,114,47,6
51,20,5,58,146,2,0
30,5,2,2,88,4,7
33,19,5,29,120,5,1
35,21,6,50,136,34,6
29,22,6,130,132,127,7
54,17,4,2,86,80,1
53,25,6,27,129,62,0
29,20,5,12,116,37,2
40,21,5,101,87,109,2
27,7,2,6,94,1,5
38,25,6,102,100,342,0
49,21,5,66,64,182,5
39,19,5,1,86,0,1
28,17,5,40,88,81,2
43,23,6,71,68,217,3
31,22,6,64,73,149,1
42,21,6,67,64,201,3
35,17,5,2,0,1,1
27,19,5,6,58,31,3
61,18,6,99,55,27,0
49,16,5,36,52,23,2
30,18,6,59,54,158,0
45,18,6,51,53,139,3
41,17,5,63,53,75,3
47,17,6,48,51,164,2
36,17,6,68,50,151,3
26,8,3,4,49,46,2
48,12,4,31,48,2,3
30,6,3,16,21,15,1
19,11,4,26,46,31,2
18,15,5,4,45,109,2
24,21,6,42,43,59,1
22,18,6,27,36,28,2
31,16,5,35,32,97,1
22,3,2,4,33,2,1
32,16,5,55,33,110,4
34,14,4,14,31,17,2
54,15,6,28,30,0,1
25,14,5,27,28,95,2
58,14,5,29,28,0,0
43,14,5,34,29,85,2
34,14,5,21,28,35,3
23,8,3,13,27,17,2
29,8,3,1,27,0,1
21,13,5,18,26,82,2
34,8,3,14,25,10,1
25,13,5,26,25,23,0
31,11,4,1,37,18,1
45,13,5,25,25,0,2
44,11,4,14,23,76,0
45,11,5,11,22,3,2
24,10,5,1,22,8,1
38,10,5,2,20,41,2
41,9,4,17,19,22,1
53,10,5,12,18,61,0
41,9,4,19,18,54,2
30,8,5,16,16,36,2
35,7,5,8,16,26,1
26,8,5,17,15,30,1
35,13,4,11,12,18,2
53,13,4,13,12,46,0
18,12,3,28,193,132,5
35,20,5,2,170,0,1
50,22,5,137,122,0,2
35,12,3,47,178,0,0
57,22,6,212,119,60,0
38,24,6,143,145,0,4
26,10,3,9,139,7,2
21,23,6,3,124,6,6
52,16,4,66,94,170,0
31,24,6,54,117,29,3
55,24,6,119,120,4,0
26,16,4,2,114,50,1
27,20,5,82,100,133,1
51,22,6,104,105,145,0
38,22,6,164,112,336,6
31,14,4,33,66,58,2
34,20,5,10,63,25,4
40,7,2,1,27,0,4
42,14,4,49,67,106,3
36,9,3,30,39,42,0
45,19,6,32,86,5,4
37,21,6,86,86,0,4
26,19,6,37,78,131,4
47,19,6,66,75,0,5
30,23,6,60,70,175,4
32,15,4,9,64,1,2
24,17,5,53,56,8,3
31,20,6,70,59,198,4
37,19,6,55,58,188,2
31,17,5,60,57,91,1
42,19,6,50,57,42,4
33,16,5,40,57,101,2
53,22,6,3,44,172,0
31,20,5,15,41,15,2
20,15,4,12,37,46,2
38,18,5,15,38,30,8
16,17,4,17,40,26,1
42,17,5,36,35,44,2
60,17,5,1,33,0,0
42,17,5,4,33,11,2
23,16,5,33,34,109,2
21,15,5,6,32,41,3
40,16,5,44,33,6,2
25,16,5,35,31,108,1
48,13,5,7,30,17,2
48,15,6,33,2,4,3
45,15,6,53,4,6,8
34,9,3,6,29,1,1
29,15,6,38,30,117,2
62,27,6,196,191,249,0
43,25,6,82,184,89,8
26,25,6,122,178,108,1
33,24,6,164,164,173,1
45,18,5,64,153,233,1
38,20,5,7,145,3,6
56,22,6,161,137,275,0
36,25,6,113,135,331,5
30,19,5,90,122,90,1
49,24,6,120,120,118,0
47,13,3,1,80,0,1
35,20,5,98,117,2,10
39,22,6,4,115,0,3
37,22,6,113,112,207,9
33,21,6,95,113,92,4
41,21,6,94,93,197,1
29,21,6,62,107,104,5
42,25,6,58,101,2,5
33,24,6,98,96,1,4
30,17,5,40,89,41,2
48,22,6,30,93,100,5
50,15,4,3,86,0,3
31,22,6,88,88,235,2
43,21,6,84,84,189,4
50,21,6,81,85,271,5
47,20,6,80,84,21,4
18,18,5,54,67,50,5
30,24,6,74,72,262,8
50,18,5,50,66,43,1
25,20,6,59,61,160,4
45,15,5,49,45,39,3
51,7,3,15,24,15,4
49,18,6,59,56,192,0
21,5,2,5,16,5,3
49,15,5,56,48,151,4
32,15,5,45,46,43,3
38,19,5,28,44,73,3
39,22,6,42,44,156,0
39,21,6,33,36,1,1
36,20,5,47,42,97,6
23,20,5,10,38,137,2
27,19,5,41,39,100,2
26,18,6,34,45,30,1
53,16,5,51,36,57,0
37,17,5,30,33,67,1
28,15,6,17,30,52,2
32,10,4,16,25,31,1
28,14,5,31,27,105,0
53,12,4,18,24,12,2
29,29,6,796,672,3498,15
40,20,5,423,403,454,16
43,21,5,29,0,0,11
42,20,5,44,399,0,17
41,17,4,23,12,0,2
28,8,2,15,413,11,19
44,28,6,654,600,3,9
50,21,5,6,450,81,21
53,18,4,453,806,50,0
57,29,6,765,522,567,0
30,25,6,227,589,55,11
50,17,5,184,441,15,11
49,15,3,1,2,1,1
47,27,6,228,456,1110,18
25,2,1,5,1,1,20
34,15,6,11,57,0,1
43,16,4,29,393,106,11
25,25,6,364,398,436,8
20,25,6,510,422,60,0
56,21,5,183,369,10,4
30,8,4,20,394,0,3
33,12,3,2,360,36,6
32,16,4,21,296,19,1
27,14,4,111,377,0,1
42,23,5,233,388,48,14
33,26,6,189,380,0,13
40,10,3,84,265,1,13
30,12,4,5,180,5,8
51,24,6,114,361,52,3
34,27,6,37,341,35,10
34,21,5,2,341,10,12
44,26,6,203,334,276,11
52,28,6,305,335,72,10
48,27,6,332,274,94,14
54,27,6,334,333,708,8
50,26,6,156,321,50,0
26,16,4,5,305,232,12
35,14,4,46,202,32,1
46,13,3,6,217,11,0
32,26,6,84,240,151,7
56,21,5,153,166,165,0
32,21,5,34,191,48,3
44,22,6,117,129,399,6
28,24,6,91,170,264,10
49,23,6,131,178,138,1
22,12,4,90,174,67,9
19,24,6,88,149,104,10
49,20,5,9,151,31,8
30,25,6,101,154,150,7
36,17,5,2,97,1,5
31,26,6,173,186,173,3
51,26,6,183,182,701,0
38,24,6,157,173,160,7
53,24,6,171,174,610,1
54,25,6,171,173,484,1
39,24,6,152,171,224,0
45,22,6,64,100,474,7
37,11,3,11,156,9,2
32,18,4,83,153,88,1
35,22,5,9,152,24,5
39,14,3,55,116,73,7
22,25,6,149,149,149,1
36,18,5,3,96,350,5
42,22,6,95,118,117,7
31,12,3,40,115,18,3
24,22,6,145,113,106,5
34,26,6,98,102,1,5
45,10,4,3,34,0,1
36,19,5,78,86,50,5
40,15,4,41,83,80,5
33,21,6,84,86,180,1
56,19,6,63,75,242,0
43,19,6,76,69,15,8
35,20,5,39,74,11,3
28,24,6,44,74,90,0
39,24,6,60,73,251,5
30,22,6,62,71,164,1
33,24,6,61,72,0,3
22,23,6,88,71,193,3
44,22,6,82,67,225,3
19,22,6,30,66,208,7
36,16,5,21,60,79,1
43,14,4,24,56,0,1
45,20,6,55,34,49,4
23,20,6,25,60,24,3
19,18,5,28,58,71,0
33,11,3,32,52,0,2
38,17,5,53,53,53,1
44,17,6,1,51,17,3
19,15,5,43,45,66,1
43,15,5,51,45,1,2
17,14,5,36,45,48,3
25,21,6,45,44,154,2
24,14,4,5,43,1,1
44,21,6,38,42,57,3
47,20,5,41,41,91,2
22,20,5,37,43,97,2
34,21,6,44,41,128,3
34,19,5,41,39,140,2
47,8,3,5,15,18,8
46,13,5,13,25,14,2
43,12,4,9,24,49,1
35,11,4,14,23,15,1
49,12,6,26,23,3,3
33,12,6,25,23,22,2
40,5,2,1,22,0,1
43,11,5,19,15,0,1
34,7,5,6,19,0,2
42,9,4,12,17,3,2
19,7,3,1,18,25,0
24,12,4,11,14,11,1
36,14,4,11,13,31,1
17,11,3,5,10,22,1
43,13,5,16,30,9,1
25,13,5,39,27,57,1
56,8,3,17,27,0,0
31,14,5,33,28,72,2
44,10,4,8,19,48,1
38,13,5,1,25,0,1
24,10,4,9,23,36,8
33,12,6,22,23,64,0
41,10,5,2,20,5,2
26,11,5,21,21,71,2
35,10,5,23,27,66,1
48,10,5,16,20,0,2
33,9,4,5,15,11,1
44,9,4,12,19,22,1
29,9,4,16,17,58,0
31,8,5,14,15,9,1
33,12,4,11,11,16,0
48,12,4,3,11,31,2
30,10,5,9,9,10,2
28,8,4,4,7,14,4
17,6,3,1,5,7,1
41,24,6,132,164,405,6
47,23,6,146,164,416,7
31,19,5,2,140,0,7
33,25,6,144,154,220,1
46,23,6,142,141,146,7
25,23,5,99,135,141,2
18,18,4,38,91,72,4
48,24,6,80,127,299,6
30,17,4,32,89,18,2
40,17,4,37,97,21,2
26,23,6,115,119,299,4
43,23,6,118,119,314,0
28,15,4,70,91,110,5
42,21,6,113,108,236,5
49,24,6,114,98,222,0
